date,serial_number,model,capacity_bytes,failure,smart_9_raw,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_194_raw
2024-07-25,SYN00000,SYN-MODEL,8000000000000,0,26892.0,5.0,0.0,0.0,10.0,0.0,25.3
2024-07-26,SYN00000,SYN-MODEL,8000000000000,0,26916.0,5.0,0.0,0.0,11.0,0.0,24.5
2024-07-27,SYN00000,SYN-MODEL,8000000000000,0,26940.0,6.0,0.0,0.0,12.0,0.0,21.4
2024-07-28,SYN00000,SYN-MODEL,8000000000000,0,26964.0,6.0,0.0,0.0,13.0,0.0,26.6
2024-07-29,SYN00000,SYN-MODEL,8000000000000,0,26988.0,6.0,0.0,0.0,13.0,0.0,28.0
2024-07-30,SYN00000,SYN-MODEL,8000000000000,0,27012.0,6.0,0.0,0.0,14.0,0.0,26.3
2024-07-31,SYN00000,SYN-MODEL,8000000000000,0,27036.0,6.0,0.0,0.0,14.0,0.0,27.7
2024-08-01,SYN00000,SYN-MODEL,8000000000000,0,27060.0,6.0,0.0,0.0,15.0,0.0,27.9
2024-08-02,SYN00000,SYN-MODEL,8000000000000,0,27084.0,7.0,0.0,0.0,16.0,0.0,24.7
2024-08-03,SYN00000,SYN-MODEL,8000000000000,0,27108.0,7.0,0.0,0.0,17.0,0.0,25.6
2024-08-04,SYN00000,SYN-MODEL,8000000000000,0,27132.0,7.0,1.0,0.0,17.0,0.0,22.6
2024-08-05,SYN00000,SYN-MODEL,8000000000000,0,27156.0,7.0,1.0,0.0,17.0,0.0,26.6
2024-08-06,SYN00000,SYN-MODEL,8000000000000,0,27180.0,7.0,1.0,0.0,17.0,0.0,27.1
2024-08-07,SYN00000,SYN-MODEL,8000000000000,0,27204.0,8.0,1.0,0.0,17.0,0.0,26.2
2024-08-08,SYN00000,SYN-MODEL,8000000000000,0,27228.0,8.0,1.0,0.0,18.0,0.0,22.9
2024-08-09,SYN00000,SYN-MODEL,8000000000000,0,27252.0,9.0,1.0,0.0,18.0,0.0,27.7
2024-08-10,SYN00000,SYN-MODEL,8000000000000,0,27276.0,9.0,1.0,0.0,18.0,0.0,27.5
2024-08-11,SYN00000,SYN-MODEL,8000000000000,0,27300.0,10.0,1.0,0.0,19.0,0.0,25.3
2024-08-12,SYN00000,SYN-MODEL,8000000000000,0,27324.0,12.0,1.0,0.0,20.0,0.0,29.2
2024-08-13,SYN00000,SYN-MODEL,8000000000000,0,27348.0,12.0,1.0,0.0,20.0,0.0,25.2
2024-08-14,SYN00000,SYN-MODEL,8000000000000,0,27372.0,12.0,1.0,0.0,21.0,0.0,20.7
2024-08-15,SYN00000,SYN-MODEL,8000000000000,0,27396.0,12.0,1.0,0.0,22.0,0.0,26.7
2024-08-16,SYN00000,SYN-MODEL,8000000000000,1,27420.0,12.0,1.0,0.0,23.0,0.0,26.4
2024-07-01,SYN00001,SYN-MODEL,8000000000000,0,22952.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-07-02,SYN00001,SYN-MODEL,8000000000000,0,22976.0,0.0,0.0,0.0,0.0,0.0,30.6
2024-07-03,SYN00001,SYN-MODEL,8000000000000,0,23000.0,0.0,0.0,0.0,0.0,0.0,30.7
2024-07-04,SYN00001,SYN-MODEL,8000000000000,0,23024.0,0.0,0.0,0.0,0.0,0.0,30.9
2024-07-05,SYN00001,SYN-MODEL,8000000000000,0,23048.0,0.0,0.0,0.0,0.0,0.0,31.9
2024-07-06,SYN00001,SYN-MODEL,8000000000000,0,23072.0,0.0,0.0,0.0,0.0,0.0,29.7
2024-07-07,SYN00001,SYN-MODEL,8000000000000,0,23096.0,0.0,0.0,0.0,0.0,0.0,31.7
2024-07-08,SYN00001,SYN-MODEL,8000000000000,0,23120.0,0.0,0.0,0.0,0.0,0.0,31.5
2024-07-09,SYN00001,SYN-MODEL,8000000000000,0,23144.0,0.0,0.0,0.0,0.0,0.0,30.7
2024-07-10,SYN00001,SYN-MODEL,8000000000000,0,23168.0,0.0,0.0,0.0,0.0,0.0,29.8
2024-07-11,SYN00001,SYN-MODEL,8000000000000,0,23192.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-07-12,SYN00001,SYN-MODEL,8000000000000,0,23216.0,0.0,0.0,0.0,0.0,0.0,31.8
2024-07-13,SYN00001,SYN-MODEL,8000000000000,0,23240.0,0.0,0.0,0.0,0.0,0.0,28.9
2024-07-14,SYN00001,SYN-MODEL,8000000000000,0,23264.0,0.0,0.0,0.0,0.0,0.0,30.6
2024-07-15,SYN00001,SYN-MODEL,8000000000000,0,23288.0,0.0,0.0,0.0,0.0,0.0,30.6
2024-07-16,SYN00001,SYN-MODEL,8000000000000,0,23312.0,0.0,0.0,0.0,0.0,0.0,29.5
2024-07-17,SYN00001,SYN-MODEL,8000000000000,0,23336.0,0.0,0.0,0.0,0.0,0.0,29.6
2024-07-18,SYN00001,SYN-MODEL,8000000000000,0,23360.0,0.0,0.0,0.0,0.0,0.0,28.2
2024-07-19,SYN00001,SYN-MODEL,8000000000000,0,23384.0,0.0,0.0,0.0,0.0,0.0,28.8
2024-07-20,SYN00001,SYN-MODEL,8000000000000,0,23408.0,0.0,0.0,0.0,0.0,0.0,28.2
2024-07-21,SYN00001,SYN-MODEL,8000000000000,0,23432.0,0.0,0.0,0.0,0.0,0.0,29.6
2024-07-22,SYN00001,SYN-MODEL,8000000000000,0,23456.0,0.0,0.0,0.0,0.0,0.0,29.7
2024-07-23,SYN00001,SYN-MODEL,8000000000000,0,23480.0,0.0,0.0,0.0,0.0,0.0,29.7
2024-07-24,SYN00001,SYN-MODEL,8000000000000,0,23504.0,0.0,0.0,0.0,0.0,0.0,31.1
2024-07-25,SYN00001,SYN-MODEL,8000000000000,0,23528.0,0.0,0.0,0.0,0.0,0.0,30.2
2024-07-26,SYN00001,SYN-MODEL,8000000000000,0,23552.0,0.0,0.0,0.0,0.0,0.0,29.4
2024-07-27,SYN00001,SYN-MODEL,8000000000000,0,23576.0,0.0,0.0,0.0,1.0,0.0,32.9
2024-07-28,SYN00001,SYN-MODEL,8000000000000,0,23600.0,0.0,0.0,0.0,1.0,0.0,28.7
2024-07-29,SYN00001,SYN-MODEL,8000000000000,0,23624.0,0.0,1.0,0.0,1.0,0.0,34.3
2024-07-30,SYN00001,SYN-MODEL,8000000000000,0,23648.0,2.0,2.0,0.0,1.0,0.0,28.5
2024-07-31,SYN00001,SYN-MODEL,8000000000000,0,23672.0,2.0,2.0,0.0,2.0,0.0,30.1
2024-08-01,SYN00001,SYN-MODEL,8000000000000,0,23696.0,2.0,4.0,0.0,3.0,0.0,31.7
2024-08-02,SYN00001,SYN-MODEL,8000000000000,0,23720.0,2.0,4.0,0.0,4.0,0.0,31.5
2024-08-03,SYN00001,SYN-MODEL,8000000000000,0,23744.0,2.0,4.0,0.0,5.0,0.0,30.7
2024-08-04,SYN00001,SYN-MODEL,8000000000000,0,23768.0,3.0,4.0,0.0,8.0,0.0,30.1
2024-08-05,SYN00001,SYN-MODEL,8000000000000,0,23792.0,4.0,4.0,0.0,8.0,0.0,30.6
2024-08-06,SYN00001,SYN-MODEL,8000000000000,0,23816.0,4.0,4.0,0.0,8.0,0.0,32.0
2024-08-07,SYN00001,SYN-MODEL,8000000000000,0,23840.0,4.0,4.0,0.0,8.0,0.0,31.2
2024-08-08,SYN00001,SYN-MODEL,8000000000000,0,23864.0,4.0,4.0,0.0,9.0,0.0,29.5
2024-08-09,SYN00001,SYN-MODEL,8000000000000,0,23888.0,6.0,4.0,0.0,10.0,0.0,30.6
2024-08-10,SYN00001,SYN-MODEL,8000000000000,0,23912.0,7.0,4.0,0.0,10.0,0.0,33.0
2024-08-11,SYN00001,SYN-MODEL,8000000000000,0,23936.0,8.0,4.0,0.0,10.0,0.0,30.1
2024-08-12,SYN00001,SYN-MODEL,8000000000000,0,23960.0,9.0,4.0,0.0,11.0,0.0,29.1
2024-08-13,SYN00001,SYN-MODEL,8000000000000,0,23984.0,10.0,5.0,0.0,11.0,0.0,30.9
2024-08-14,SYN00001,SYN-MODEL,8000000000000,0,24008.0,10.0,5.0,0.0,12.0,0.0,30.2
2024-08-15,SYN00001,SYN-MODEL,8000000000000,0,24032.0,10.0,5.0,0.0,12.0,0.0,31.2
2024-08-16,SYN00001,SYN-MODEL,8000000000000,0,24056.0,10.0,5.0,0.0,12.0,0.0,31.8
2024-08-17,SYN00001,SYN-MODEL,8000000000000,0,24080.0,10.0,5.0,0.0,12.0,0.0,28.1
2024-08-18,SYN00001,SYN-MODEL,8000000000000,0,24104.0,10.0,5.0,0.0,12.0,0.0,33.1
2024-08-19,SYN00001,SYN-MODEL,8000000000000,0,24128.0,11.0,6.0,0.0,15.0,0.0,35.0
2024-08-20,SYN00001,SYN-MODEL,8000000000000,0,24152.0,12.0,7.0,0.0,15.0,0.0,32.9
2024-08-21,SYN00001,SYN-MODEL,8000000000000,0,24176.0,12.0,7.0,0.0,15.0,0.0,31.4
2024-08-22,SYN00001,SYN-MODEL,8000000000000,0,24200.0,12.0,7.0,0.0,15.0,0.0,31.6
2024-08-23,SYN00001,SYN-MODEL,8000000000000,0,24224.0,12.0,8.0,0.0,15.0,0.0,31.8
2024-08-24,SYN00001,SYN-MODEL,8000000000000,0,24248.0,12.0,8.0,0.0,16.0,0.0,32.2
2024-08-25,SYN00001,SYN-MODEL,8000000000000,0,24272.0,13.0,8.0,0.0,17.0,0.0,29.1
2024-08-26,SYN00001,SYN-MODEL,8000000000000,0,24296.0,13.0,8.0,0.0,17.0,0.0,31.6
2024-08-27,SYN00001,SYN-MODEL,8000000000000,0,24320.0,13.0,8.0,0.0,18.0,0.0,29.2
2024-08-28,SYN00001,SYN-MODEL,8000000000000,0,24344.0,15.0,8.0,0.0,18.0,0.0,31.8
2024-08-29,SYN00001,SYN-MODEL,8000000000000,0,24368.0,15.0,8.0,0.0,19.0,0.0,32.7
2024-08-30,SYN00001,SYN-MODEL,8000000000000,0,24392.0,15.0,8.0,0.0,19.0,0.0,33.2
2024-08-31,SYN00001,SYN-MODEL,8000000000000,0,24416.0,15.0,8.0,0.0,19.0,0.0,31.7
2024-09-01,SYN00001,SYN-MODEL,8000000000000,0,24440.0,15.0,8.0,0.0,20.0,0.0,31.8
2024-09-02,SYN00001,SYN-MODEL,8000000000000,0,24464.0,15.0,8.0,0.0,20.0,0.0,33.5
2024-09-03,SYN00001,SYN-MODEL,8000000000000,0,24488.0,15.0,8.0,0.0,20.0,0.0,34.7
2024-09-04,SYN00001,SYN-MODEL,8000000000000,1,24512.0,15.0,8.0,0.0,21.0,0.0,32.6
2024-07-01,SYN00002,SYN-MODEL,8000000000000,0,25138.0,0.0,0.0,0.0,0.0,0.0,41.1
2024-07-02,SYN00002,SYN-MODEL,8000000000000,0,25162.0,0.0,0.0,0.0,0.0,0.0,40.0
2024-07-03,SYN00002,SYN-MODEL,8000000000000,0,25186.0,0.0,0.0,0.0,0.0,0.0,37.5
2024-07-04,SYN00002,SYN-MODEL,8000000000000,0,25210.0,0.0,0.0,0.0,0.0,0.0,39.5
2024-07-05,SYN00002,SYN-MODEL,8000000000000,0,25234.0,0.0,0.0,0.0,0.0,0.0,40.7
2024-07-06,SYN00002,SYN-MODEL,8000000000000,0,25258.0,0.0,0.0,0.0,0.0,0.0,38.8
2024-07-07,SYN00002,SYN-MODEL,8000000000000,0,25282.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-07-08,SYN00002,SYN-MODEL,8000000000000,0,25306.0,0.0,0.0,0.0,0.0,0.0,36.4
2024-07-09,SYN00002,SYN-MODEL,8000000000000,0,25330.0,0.0,0.0,0.0,0.0,0.0,37.6
2024-07-10,SYN00002,SYN-MODEL,8000000000000,0,25354.0,0.0,0.0,0.0,0.0,0.0,36.1
2024-07-11,SYN00002,SYN-MODEL,8000000000000,0,25378.0,0.0,0.0,0.0,0.0,0.0,41.8
2024-07-12,SYN00002,SYN-MODEL,8000000000000,0,25402.0,0.0,0.0,0.0,0.0,0.0,39.6
2024-07-13,SYN00002,SYN-MODEL,8000000000000,0,25426.0,0.0,0.0,0.0,0.0,0.0,40.0
2024-07-14,SYN00002,SYN-MODEL,8000000000000,0,25450.0,0.0,0.0,0.0,0.0,0.0,38.6
2024-07-15,SYN00002,SYN-MODEL,8000000000000,0,25474.0,0.0,0.0,0.0,0.0,0.0,36.7
2024-07-16,SYN00002,SYN-MODEL,8000000000000,0,25498.0,0.0,0.0,0.0,0.0,0.0,39.2
2024-07-17,SYN00002,SYN-MODEL,8000000000000,0,25522.0,0.0,0.0,0.0,0.0,0.0,37.9
2024-07-18,SYN00002,SYN-MODEL,8000000000000,0,25546.0,0.0,0.0,0.0,0.0,0.0,37.4
2024-07-19,SYN00002,SYN-MODEL,8000000000000,0,25570.0,0.0,0.0,0.0,0.0,0.0,39.0
2024-07-20,SYN00002,SYN-MODEL,8000000000000,0,25594.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-07-21,SYN00002,SYN-MODEL,8000000000000,0,25618.0,0.0,0.0,0.0,0.0,0.0,38.6
2024-07-22,SYN00002,SYN-MODEL,8000000000000,0,25642.0,0.0,0.0,0.0,0.0,0.0,37.7
2024-07-23,SYN00002,SYN-MODEL,8000000000000,0,25666.0,0.0,0.0,0.0,0.0,0.0,37.4
2024-07-24,SYN00002,SYN-MODEL,8000000000000,0,25690.0,0.0,0.0,0.0,0.0,0.0,38.9
2024-07-25,SYN00002,SYN-MODEL,8000000000000,0,25714.0,0.0,0.0,0.0,0.0,0.0,40.7
2024-07-26,SYN00002,SYN-MODEL,8000000000000,0,25738.0,0.0,0.0,0.0,0.0,0.0,36.5
2024-07-27,SYN00002,SYN-MODEL,8000000000000,0,25762.0,0.0,0.0,0.0,0.0,0.0,37.9
2024-07-28,SYN00002,SYN-MODEL,8000000000000,0,25786.0,0.0,0.0,0.0,0.0,0.0,38.6
2024-07-29,SYN00002,SYN-MODEL,8000000000000,0,25810.0,0.0,0.0,0.0,0.0,0.0,38.7
2024-07-30,SYN00002,SYN-MODEL,8000000000000,0,25834.0,0.0,0.0,0.0,0.0,0.0,38.0
2024-07-31,SYN00002,SYN-MODEL,8000000000000,0,25858.0,0.0,0.0,0.0,0.0,0.0,41.8
2024-08-01,SYN00002,SYN-MODEL,8000000000000,0,25882.0,0.0,0.0,0.0,0.0,0.0,39.5
2024-08-02,SYN00002,SYN-MODEL,8000000000000,0,25906.0,0.0,0.0,0.0,0.0,0.0,37.4
2024-08-03,SYN00002,SYN-MODEL,8000000000000,0,25930.0,0.0,0.0,0.0,0.0,0.0,36.1
2024-08-04,SYN00002,SYN-MODEL,8000000000000,0,25954.0,0.0,0.0,0.0,0.0,0.0,38.6
2024-08-05,SYN00002,SYN-MODEL,8000000000000,0,25978.0,0.0,0.0,0.0,0.0,0.0,41.1
2024-08-06,SYN00002,SYN-MODEL,8000000000000,0,26002.0,0.0,0.0,0.0,0.0,0.0,39.2
2024-08-07,SYN00002,SYN-MODEL,8000000000000,0,26026.0,0.0,0.0,0.0,0.0,0.0,35.4
2024-08-08,SYN00002,SYN-MODEL,8000000000000,0,26050.0,0.0,0.0,0.0,0.0,0.0,36.8
2024-08-09,SYN00002,SYN-MODEL,8000000000000,0,26074.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-08-10,SYN00002,SYN-MODEL,8000000000000,0,26098.0,0.0,0.0,0.0,0.0,0.0,40.5
2024-08-11,SYN00002,SYN-MODEL,8000000000000,0,26122.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-08-12,SYN00002,SYN-MODEL,8000000000000,0,26146.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-08-13,SYN00002,SYN-MODEL,8000000000000,0,26170.0,0.0,0.0,0.0,0.0,0.0,40.5
2024-08-14,SYN00002,SYN-MODEL,8000000000000,0,26194.0,0.0,0.0,0.0,0.0,0.0,40.8
2024-08-15,SYN00002,SYN-MODEL,8000000000000,0,26218.0,0.0,0.0,0.0,0.0,0.0,37.9
2024-08-16,SYN00002,SYN-MODEL,8000000000000,0,26242.0,0.0,0.0,0.0,0.0,0.0,39.6
2024-08-17,SYN00002,SYN-MODEL,8000000000000,0,26266.0,0.0,0.0,0.0,0.0,0.0,37.5
2024-08-18,SYN00002,SYN-MODEL,8000000000000,0,26290.0,0.0,0.0,0.0,0.0,0.0,37.3
2024-08-19,SYN00002,SYN-MODEL,8000000000000,0,26314.0,0.0,0.0,0.0,0.0,0.0,39.8
2024-08-20,SYN00002,SYN-MODEL,8000000000000,0,26338.0,0.0,0.0,0.0,0.0,0.0,36.8
2024-08-21,SYN00002,SYN-MODEL,8000000000000,0,26362.0,0.0,0.0,0.0,0.0,0.0,39.1
2024-08-22,SYN00002,SYN-MODEL,8000000000000,0,26386.0,0.0,0.0,0.0,0.0,0.0,39.4
2024-08-23,SYN00002,SYN-MODEL,8000000000000,0,26410.0,0.0,0.0,0.0,0.0,0.0,40.2
2024-08-24,SYN00002,SYN-MODEL,8000000000000,0,26434.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-08-25,SYN00002,SYN-MODEL,8000000000000,0,26458.0,0.0,0.0,0.0,0.0,0.0,39.5
2024-08-26,SYN00002,SYN-MODEL,8000000000000,0,26482.0,0.0,0.0,0.0,0.0,0.0,38.7
2024-08-27,SYN00002,SYN-MODEL,8000000000000,0,26506.0,0.0,0.0,0.0,0.0,0.0,41.1
2024-08-28,SYN00002,SYN-MODEL,8000000000000,0,26530.0,0.0,0.0,0.0,0.0,0.0,37.8
2024-08-29,SYN00002,SYN-MODEL,8000000000000,0,26554.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-08-30,SYN00002,SYN-MODEL,8000000000000,0,26578.0,0.0,0.0,0.0,0.0,0.0,39.6
2024-08-31,SYN00002,SYN-MODEL,8000000000000,0,26602.0,0.0,0.0,0.0,0.0,0.0,37.6
2024-09-01,SYN00002,SYN-MODEL,8000000000000,0,26626.0,0.0,0.0,0.0,0.0,0.0,37.0
2024-09-02,SYN00002,SYN-MODEL,8000000000000,0,26650.0,0.0,0.0,0.0,0.0,0.0,40.3
2024-09-03,SYN00002,SYN-MODEL,8000000000000,0,26674.0,0.0,0.0,0.0,0.0,0.0,39.5
2024-09-04,SYN00002,SYN-MODEL,8000000000000,0,26698.0,0.0,0.0,0.0,0.0,0.0,34.2
2024-09-05,SYN00002,SYN-MODEL,8000000000000,0,26722.0,0.0,0.0,0.0,0.0,0.0,37.5
2024-09-06,SYN00002,SYN-MODEL,8000000000000,0,26746.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-09-07,SYN00002,SYN-MODEL,8000000000000,0,26770.0,0.0,0.0,0.0,0.0,0.0,39.9
2024-09-08,SYN00002,SYN-MODEL,8000000000000,0,26794.0,0.0,0.0,0.0,0.0,0.0,41.1
2024-09-09,SYN00002,SYN-MODEL,8000000000000,0,26818.0,0.0,0.0,0.0,0.0,0.0,42.0
2024-09-10,SYN00002,SYN-MODEL,8000000000000,0,26842.0,0.0,0.0,0.0,0.0,0.0,40.0
2024-09-11,SYN00002,SYN-MODEL,8000000000000,0,26866.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-09-12,SYN00002,SYN-MODEL,8000000000000,0,26890.0,0.0,0.0,0.0,0.0,0.0,37.2
2024-09-13,SYN00002,SYN-MODEL,8000000000000,0,26914.0,0.0,0.0,0.0,0.0,0.0,37.5
2024-09-14,SYN00002,SYN-MODEL,8000000000000,0,26938.0,0.0,0.0,0.0,0.0,0.0,39.6
2024-09-15,SYN00002,SYN-MODEL,8000000000000,0,26962.0,0.0,0.0,0.0,0.0,0.0,40.8
2024-09-16,SYN00002,SYN-MODEL,8000000000000,0,26986.0,0.0,0.0,0.0,0.0,0.0,36.0
2024-09-17,SYN00002,SYN-MODEL,8000000000000,0,27010.0,0.0,0.0,0.0,0.0,0.0,39.8
2024-09-18,SYN00002,SYN-MODEL,8000000000000,0,27034.0,0.0,0.0,0.0,0.0,0.0,40.3
2024-09-19,SYN00002,SYN-MODEL,8000000000000,0,27058.0,1.0,0.0,0.0,2.0,0.0,38.1
2024-09-20,SYN00002,SYN-MODEL,8000000000000,0,27082.0,1.0,0.0,0.0,2.0,0.0,38.5
2024-09-21,SYN00002,SYN-MODEL,8000000000000,0,27106.0,2.0,0.0,0.0,4.0,0.0,36.9
2024-09-22,SYN00002,SYN-MODEL,8000000000000,0,27130.0,4.0,0.0,0.0,4.0,0.0,36.2
2024-09-23,SYN00002,SYN-MODEL,8000000000000,0,27154.0,4.0,0.0,0.0,5.0,0.0,38.9
2024-09-24,SYN00002,SYN-MODEL,8000000000000,0,27178.0,5.0,0.0,0.0,5.0,0.0,37.4
2024-09-25,SYN00002,SYN-MODEL,8000000000000,0,27202.0,5.0,1.0,0.0,5.0,0.0,40.2
2024-09-26,SYN00002,SYN-MODEL,8000000000000,0,27226.0,5.0,1.0,0.0,8.0,0.0,36.7
2024-09-27,SYN00002,SYN-MODEL,8000000000000,0,27250.0,5.0,1.0,0.0,8.0,0.0,37.9
2024-09-28,SYN00002,SYN-MODEL,8000000000000,0,27274.0,5.0,1.0,0.0,9.0,0.0,39.6
2024-09-29,SYN00002,SYN-MODEL,8000000000000,0,27298.0,6.0,1.0,0.0,10.0,0.0,38.3
2024-09-30,SYN00002,SYN-MODEL,8000000000000,0,27322.0,6.0,1.0,0.0,12.0,0.0,38.5
2024-10-01,SYN00002,SYN-MODEL,8000000000000,0,27346.0,7.0,1.0,0.0,12.0,0.0,38.8
2024-10-02,SYN00002,SYN-MODEL,8000000000000,0,27370.0,7.0,1.0,0.0,12.0,0.0,38.7
2024-10-03,SYN00002,SYN-MODEL,8000000000000,0,27394.0,7.0,1.0,0.0,13.0,0.0,39.1
2024-10-04,SYN00002,SYN-MODEL,8000000000000,0,27418.0,8.0,1.0,0.0,13.0,0.0,40.6
2024-10-05,SYN00002,SYN-MODEL,8000000000000,0,27442.0,9.0,1.0,0.0,13.0,0.0,40.1
2024-10-06,SYN00002,SYN-MODEL,8000000000000,0,27466.0,9.0,1.0,0.0,13.0,0.0,40.3
2024-10-07,SYN00002,SYN-MODEL,8000000000000,0,27490.0,9.0,1.0,0.0,15.0,0.0,38.9
2024-10-08,SYN00002,SYN-MODEL,8000000000000,0,27514.0,9.0,1.0,0.0,17.0,0.0,37.7
2024-10-09,SYN00002,SYN-MODEL,8000000000000,0,27538.0,10.0,1.0,0.0,17.0,0.0,41.9
2024-10-10,SYN00002,SYN-MODEL,8000000000000,0,27562.0,10.0,2.0,0.0,17.0,0.0,41.6
2024-10-11,SYN00002,SYN-MODEL,8000000000000,0,27586.0,12.0,2.0,0.0,17.0,0.0,41.7
2024-10-12,SYN00002,SYN-MODEL,8000000000000,0,27610.0,15.0,2.0,0.0,17.0,0.0,39.7
2024-10-13,SYN00002,SYN-MODEL,8000000000000,0,27634.0,15.0,3.0,0.0,17.0,0.0,40.9
2024-10-14,SYN00002,SYN-MODEL,8000000000000,0,27658.0,17.0,3.0,0.0,19.0,0.0,41.1
2024-10-15,SYN00002,SYN-MODEL,8000000000000,0,27682.0,17.0,3.0,0.0,19.0,0.0,40.3
2024-10-16,SYN00002,SYN-MODEL,8000000000000,0,27706.0,17.0,3.0,0.0,19.0,0.0,41.2
2024-10-17,SYN00002,SYN-MODEL,8000000000000,0,27730.0,18.0,3.0,0.0,20.0,0.0,38.8
2024-10-18,SYN00002,SYN-MODEL,8000000000000,0,27754.0,18.0,3.0,0.0,21.0,0.0,42.6
2024-10-19,SYN00002,SYN-MODEL,8000000000000,0,27778.0,18.0,3.0,0.0,23.0,0.0,42.1
2024-10-20,SYN00002,SYN-MODEL,8000000000000,0,27802.0,18.0,4.0,0.0,23.0,0.0,40.1
2024-10-21,SYN00002,SYN-MODEL,8000000000000,0,27826.0,18.0,4.0,0.0,23.0,0.0,41.4
2024-10-22,SYN00002,SYN-MODEL,8000000000000,0,27850.0,18.0,5.0,0.0,23.0,0.0,41.5
2024-10-23,SYN00002,SYN-MODEL,8000000000000,0,27874.0,18.0,5.0,0.0,23.0,0.0,41.5
2024-10-24,SYN00002,SYN-MODEL,8000000000000,0,27898.0,19.0,7.0,0.0,24.0,0.0,39.4
2024-10-25,SYN00002,SYN-MODEL,8000000000000,0,27922.0,19.0,7.0,0.0,26.0,0.0,41.5
2024-10-26,SYN00002,SYN-MODEL,8000000000000,0,27946.0,19.0,7.0,0.0,27.0,0.0,41.7
2024-10-27,SYN00002,SYN-MODEL,8000000000000,0,27970.0,20.0,7.0,0.0,29.0,0.0,42.3
2024-10-28,SYN00002,SYN-MODEL,8000000000000,1,27994.0,21.0,7.0,0.0,30.0,0.0,43.1
2024-07-01,SYN00003,SYN-MODEL,8000000000000,0,17125.0,0.0,0.0,0.0,0.0,0.0,24.4
